gender,age,age_finishing_education,marital_status,children_status,education_level,age_group
Female,44.0,16-19 years,Single,Yes,Middle,26-44
Male,63.0,20 years and older,Married,No,High,45-64
Male,78.0,16-19 years,Married,No,Middle,65+
Female,33.0,20 years and older,Married,Yes,High,26-44
Female,23.0,16-19 years,Single,Yes,Middle,19-25
Female,53.0,20 years and older,Divorced or Widowed,Yes,High,45-64
Female,43.0,20 years and older,Married,Yes,High,26-44
Female,73.0,Up to 15 years,Married,No,Low,65+
Female,33.0,16-19 years,Divorced or Widowed,Yes,Middle,26-44
Male,60.0,16-19 years,Married,No,Middle,45-64
Female,30.0,16-19 years,Married,Yes,Middle,26-44
Male,65.0,Up to 15 years,Married,No,Low,65+
Female,62.0,16-19 years,Married,No,Middle,45-64
Male,54.0,16-19 years,Single,No,Middle,45-64
Female,44.0,20 years and older,Divorced or Widowed,Yes,High,26-44
Female,71.0,16-19 years,Divorced or Widowed,No,Middle,65+
Male,65.0,20 years and older,Divorced or Widowed,No,High,65+
Female,34.0,20 years and older,Married,Yes,High,26-44
Female,47.0,20 years and older,Single,Yes,High,45-64
Male,49.0,16-19 years,Married,Yes,Middle,45-64
Male,47.0,20 years and older,Married,Yes,High,45-64
Female,58.0,20 years and older,Married,No,High,45-64
Female,63.0,16-19 years,Single,No,Middle,45-64
Female,55.0,16-19 years,Married,No,Middle,45-64
Female,57.0,20 years and older,Married,Yes,High,45-64
Female,77.0,16-19 years,Divorced or Widowed,No,Middle,65+
Male,70.0,16-19 years,Married,No,Middle,65+
Male,60.0,20 years and older,Married,No,High,45-64
Female,85.0,16-19 years,Single,No,Middle,65+
Female,48.0,20 years and older,Married,Yes,High,45-64
Female,21.0,Still studying,Cohabiting,No,High,19-25
Male,65.0,16-19 years,Divorced or Widowed,No,Middle,65+
Female,64.0,16-19 years,Married,No,Middle,45-64
Male,24.0,16-19 years,Cohabiting,Yes,Middle,19-25
Female,80.0,16-19 years,Divorced or Widowed,No,Middle,65+
Male,64.0,20 years and older,Married,Yes,High,45-64
Male,32.0,20 years and older,Married,Yes,High,26-44
Male,74.0,20 years and older,Married,No,High,65+
Female,33.0,20 years and older,Married,No,High,26-44
Male,56.0,16-19 years,Married,No,Middle,45-64
Male,42.0,20 years and older,Cohabiting,Yes,High,26-44
Female,57.0,16-19 years,Married,No,Middle,45-64
Female,40.0,20 years and older,Married,Yes,High,26-44
Female,44.0,20 years and older,Married,Yes,High,26-44
Male,65.0,20 years and older,Married,No,High,65+
Female,54.0,16-19 years,Married,No,Middle,45-64
Female,43.0,20 years and older,Married,Yes,High,26-44
Female,40.0,16-19 years,Cohabiting,Yes,Middle,26-44
Male,69.0,16-19 years,Married,No,Middle,65+
Male,57.0,16-19 years,Divorced or Widowed,No,Middle,45-64
Male,35.0,16-19 years,Divorced or Widowed,Yes,Middle,26-44
Female,45.0,20 years and older,Married,Yes,High,45-64
Female,82.0,Up to 15 years,Divorced or Widowed,No,Low,65+
Female,62.0,Up to 15 years,Married,No,Low,45-64
Male,53.0,16-19 years,Divorced or Widowed,Yes,Middle,45-64
Male,30.0,16-19 years,Married,Yes,Middle,26-44
Male,43.0,16-19 years,Divorced or Widowed,Yes,Middle,26-44
Male,50.0,Up to 15 years,Cohabiting,No,Low,45-64
Female,50.0,16-19 years,Married,Yes,Middle,45-64
Female,36.0,16-19 years,Cohabiting,Yes,Middle,26-44
Male,57.0,16-19 years,Married,Yes,Middle,45-64
Female,62.0,16-19 years,Divorced or Widowed,No,Middle,45-64
Male,16.0,Still studying,Single,No,Middle,15-18
Female,40.0,20 years and older,Married,Yes,High,26-44
Female,80.0,16-19 years,Divorced or Widowed,No,Middle,65+
Male,80.0,16-19 years,Divorced or Widowed,No,Middle,65+
Female,36.0,20 years and older,Married,Yes,High,26-44
Male,46.0,20 years and older,Single,No,High,45-64
Female,38.0,20 years and older,Cohabiting,No,High,26-44
Male,44.0,20 years and older,Married,Yes,High,26-44
Male,62.0,20 years and older,Married,No,High,45-64
Female,33.0,16-19 years,Married,Yes,Middle,26-44
Female,84.0,16-19 years,Divorced or Widowed,No,Middle,65+
Male,49.0,16-19 years,Single,No,Middle,45-64
Male,39.0,16-19 years,Cohabiting,No,Middle,26-44
Male,28.0,20 years and older,Cohabiting,No,High,26-44
Male,54.0,20 years and older,Divorced or Widowed,No,High,45-64
Female,43.0,20 years and older,Married,Yes,High,26-44
Female,50.0,16-19 years,Married,No,Middle,45-64
Male,79.0,16-19 years,Married,No,Middle,65+
Female,79.0,20 years and older,Married,No,High,65+
Male,43.0,16-19 years,Single,No,Middle,26-44
Male,19.0,Still studying,Single,No,Middle,19-25
Female,19.0,Still studying,Cohabiting,No,Middle,19-25
Female,53.0,16-19 years,Married,No,Middle,45-64
Female,45.0,20 years and older,Married,Yes,High,45-64
Female,18.0,Still studying,Single,No,Middle,15-18
Male,37.0,20 years and older,Divorced or Widowed,Yes,High,26-44
Female,36.0,20 years and older,Cohabiting,Yes,High,26-44
Male,55.0,Up to 15 years,Single,No,Low,45-64
Male,43.0,16-19 years,Married,Yes,Middle,26-44
Female,36.0,16-19 years,Cohabiting,Yes,Middle,26-44
Male,60.0,16-19 years,Cohabiting,No,Middle,45-64
Male,56.0,16-19 years,Divorced or Widowed,No,Middle,45-64
Female,56.0,20 years and older,Married,No,High,45-64
Male,36.0,20 years and older,Married,Yes,High,26-44
Male,37.0,20 years and older,Cohabiting,Yes,High,26-44
Male,37.0,20 years and older,Married,Yes,High,26-44
Male,57.0,16-19 years,Married,No,Middle,45-64
Male,66.0,20 years and older,Married,No,High,65+
Male,65.0,20 years and older,Married,No,High,65+
Male,60.0,16-19 years,Married,Yes,Middle,45-64
Male,73.0,20 years and older,Married,No,High,65+
Male,70.0,Up to 15 years,Married,No,Low,65+
Male,59.0,16-19 years,Single,No,Middle,45-64
Female,59.0,16-19 years,Married,No,Middle,45-64
Female,58.0,16-19 years,Married,No,Middle,45-64
Female,30.0,20 years and older,Married,Yes,High,26-44
Female,60.0,20 years and older,Married,No,High,45-64
Male,48.0,16-19 years,Married,No,Middle,45-64
Female,55.0,16-19 years,Married,No,Middle,45-64
Female,47.0,16-19 years,Married,No,Middle,45-64
Male,57.0,Up to 15 years,Married,No,Low,45-64
Female,38.0,16-19 years,Married,Yes,Middle,26-44
Female,42.0,16-19 years,Single,Yes,Middle,26-44
Male,38.0,16-19 years,Cohabiting,No,Middle,26-44
Female,49.0,16-19 years,Divorced or Widowed,Yes,Middle,45-64
Female,75.0,16-19 years,Divorced or Widowed,No,Middle,65+
Female,80.0,20 years and older,Divorced or Widowed,No,High,65+
Male,30.0,20 years and older,Divorced or Widowed,Yes,High,26-44
Female,64.0,20 years and older,Divorced or Widowed,No,High,45-64
Female,51.0,Up to 15 years,Divorced or Widowed,No,Low,45-64
Female,53.0,20 years and older,Cohabiting,No,High,45-64
Female,56.0,20 years and older,Married,Yes,High,45-64
Male,51.0,Up to 15 years,Divorced or Widowed,No,Low,45-64
Female,73.0,Up to 15 years,Married,No,Low,65+
Female,48.0,16-19 years,Married,Yes,Middle,45-64
Male,51.0,20 years and older,Married,Yes,High,45-64
Male,35.0,16-19 years,Married,Yes,Middle,26-44
Male,43.0,16-19 years,Cohabiting,Yes,Middle,26-44
Male,49.0,20 years and older,Divorced or Widowed,No,High,45-64
Male,83.0,16-19 years,Married,No,Middle,65+
Male,29.0,20 years and older,Cohabiting,No,High,26-44
Male,54.0,20 years and older,Divorced or Widowed,Yes,High,45-64
Male,37.0,16-19 years,Cohabiting,No,Middle,26-44
Female,88.0,Up to 15 years,Divorced or Widowed,No,Low,65+
Female,46.0,20 years and older,Married,Yes,High,45-64
Female,21.0,20 years and older,Cohabiting,Yes,High,19-25
Male,44.0,16-19 years,Divorced or Widowed,Yes,Middle,26-44
Female,42.0,20 years and older,Married,Yes,High,26-44
Female,28.0,20 years and older,Married,Yes,High,26-44
Female,50.0,Up to 15 years,Married,Yes,Low,45-64
Male,52.0,Up to 15 years,Single,No,Low,45-64
Female,84.0,Up to 15 years,Married,No,Low,65+
Female,31.0,16-19 years,Single,No,Middle,26-44
Female,73.0,Up to 15 years,Divorced or Widowed,No,Low,65+
Female,48.0,20 years and older,Married,Yes,High,45-64
Male,60.0,Up to 15 years,Married,Yes,Low,45-64
Male,64.0,16-19 years,Married,No,Middle,45-64
Female,41.0,20 years and older,Married,Yes,High,26-44
Male,53.0,16-19 years,Divorced or Widowed,Yes,Middle,45-64
Female,30.0,20 years and older,Cohabiting,Yes,High,26-44
Female,63.0,20 years and older,Married,No,High,45-64
Female,38.0,Up to 15 years,Divorced or Widowed,Yes,Low,26-44
Male,56.0,Up to 15 years,Married,Yes,Low,45-64
Male,61.0,Up to 15 years,Married,Yes,Low,45-64
Female,43.0,20 years and older,Married,Yes,High,26-44
Male,68.0,16-19 years,Married,No,Middle,65+
Female,63.0,Up to 15 years,Divorced or Widowed,No,Low,45-64
Male,64.0,16-19 years,Married,No,Middle,45-64
Male,70.0,16-19 years,Divorced or Widowed,No,Middle,65+
Male,58.0,20 years and older,Single,No,High,45-64
Female,54.0,20 years and older,Married,Yes,High,45-64
Male,60.0,16-19 years,Married,No,Middle,45-64
Male,62.0,20 years and older,Married,No,High,45-64
Female,19.0,Still studying,Single,No,Middle,19-25
Female,50.0,20 years and older,Married,Yes,High,45-64
Female,47.0,16-19 years,Married,Yes,Middle,45-64
Female,62.0,Up to 15 years,Married,No,Low,45-64
Female,23.0,16-19 years,Single,Yes,Middle,19-25
Female,74.0,16-19 years,Married,No,Middle,65+
Female,62.0,Up to 15 years,Divorced or Widowed,No,Low,45-64
Male,44.0,16-19 years,Married,Yes,Middle,26-44
Male,68.0,16-19 years,Married,No,Middle,65+
Female,17.0,Still studying,Single,No,Middle,15-18
Male,56.0,16-19 years,Cohabiting,No,Middle,45-64
Male,43.0,16-19 years,Married,Yes,Middle,26-44
Male,78.0,Up to 15 years,Married,No,Low,65+
Female,42.0,16-19 years,Divorced or Widowed,Yes,Middle,26-44
Male,39.0,20 years and older,Married,Yes,High,26-44
Male,43.0,20 years and older,Married,Yes,High,26-44
Female,58.0,20 years and older,Cohabiting,Yes,High,45-64
Female,25.0,20 years and older,Married,No,High,19-25
Female,42.0,Still studying,Single,Yes,High,26-44
Female,49.0,16-19 years,Married,No,Middle,45-64
Female,45.0,20 years and older,Single,Yes,High,45-64
Male,52.0,20 years and older,Single,No,High,45-64
Female,38.0,20 years and older,Single,No,High,26-44
Male,82.0,Up to 15 years,Married,No,Low,65+
Male,43.0,16-19 years,Married,Yes,Middle,26-44
Male,54.0,16-19 years,Married,Yes,Middle,45-64
Male,62.0,16-19 years,Married,No,Middle,45-64
Female,31.0,20 years and older,Married,Yes,High,26-44
Male,81.0,Up to 15 years,Divorced or Widowed,No,Low,65+
Male,81.0,20 years and older,Divorced or Widowed,No,High,65+
Male,67.0,16-19 years,Married,No,Middle,65+
Female,38.0,16-19 years,Married,Yes,Middle,26-44
Female,31.0,20 years and older,Single,No,High,26-44
Male,80.0,16-19 years,Divorced or Widowed,No,Middle,65+
Male,52.0,16-19 years,Married,Yes,Middle,45-64
Male,16.0,Still studying,Single,No,Middle,15-18
Male,83.0,20 years and older,Married,No,High,65+
Female,55.0,20 years and older,Married,No,High,45-64
Male,45.0,20 years and older,Married,Yes,High,45-64
Male,34.0,16-19 years,Married,Yes,Middle,26-44
Female,76.0,16-19 years,Divorced or Widowed,No,Middle,65+
Male,52.0,16-19 years,Married,Yes,Middle,45-64
Female,40.0,20 years and older,Married,Yes,High,26-44
Male,67.0,16-19 years,Married,No,Middle,65+
Female,26.0,20 years and older,Single,No,High,26-44
Female,50.0,20 years and older,Divorced or Widowed,Yes,High,45-64
Female,28.0,20 years and older,Single,No,High,26-44
Female,25.0,20 years and older,Cohabiting,No,High,19-25
Female,20.0,Still studying,Single,No,High,19-25
Female,40.0,16-19 years,Married,Yes,Middle,26-44
Female,58.0,Up to 15 years,Divorced or Widowed,No,Low,45-64
Female,27.0,20 years and older,Cohabiting,Yes,High,26-44
Female,60.0,Up to 15 years,Divorced or Widowed,No,Low,45-64
Male,38.0,20 years and older,Cohabiting,No,High,26-44
Female,16.0,Still studying,Single,No,Middle,15-18
Male,59.0,Up to 15 years,Cohabiting,No,Low,45-64
Female,45.0,Up to 15 years,Married,Yes,Low,45-64
Male,49.0,16-19 years,Single,No,Middle,45-64
Male,32.0,16-19 years,Married,No,Middle,26-44
Male,88.0,16-19 years,Divorced or Widowed,No,Middle,65+
Female,36.0,20 years and older,Married,Yes,High,26-44
Female,58.0,16-19 years,Married,No,Middle,45-64
Male,56.0,Up to 15 years,Married,No,Low,45-64
Male,78.0,20 years and older,Divorced or Widowed,No,High,65+
Male,85.0,20 years and older,Divorced or Widowed,No,High,65+
Female,61.0,20 years and older,Divorced or Widowed,No,High,45-64
Male,66.0,20 years and older,Married,No,High,65+
Male,47.0,20 years and older,Married,Yes,High,45-64
Male,50.0,20 years and older,Married,Yes,High,45-64
Male,48.0,16-19 years,Married,Yes,Middle,45-64
Female,52.0,20 years and older,Divorced or Widowed,No,High,45-64
Male,82.0,Up to 15 years,Divorced or Widowed,No,Low,65+
Female,69.0,16-19 years,Divorced or Widowed,No,Middle,65+
Male,25.0,16-19 years,Cohabiting,No,Middle,19-25
Male,63.0,20 years and older,Married,Yes,High,45-64
Male,45.0,20 years and older,Single,No,High,45-64
Male,49.0,20 years and older,Single,No,High,45-64
Male,47.0,16-19 years,Cohabiting,No,Middle,45-64
Male,36.0,16-19 years,Cohabiting,Yes,Middle,26-44
Female,58.0,16-19 years,Divorced or Widowed,No,Middle,45-64
Male,66.0,20 years and older,Divorced or Widowed,No,High,65+
Female,87.0,Up to 15 years,Married,No,Low,65+
Female,40.0,20 years and older,Divorced or Widowed,Yes,High,26-44
Male,63.0,16-19 years,Married,No,Middle,45-64
Female,49.0,16-19 years,Cohabiting,Yes,Middle,45-64
Male,71.0,16-19 years,Married,No,Middle,65+
Male,45.0,20 years and older,Married,Yes,High,45-64
Male,37.0,20 years and older,Married,Yes,High,26-44
Female,63.0,20 years and older,Married,No,High,45-64
Male,65.0,Up to 15 years,Married,No,Low,65+
Male,29.0,16-19 years,Cohabiting,No,Middle,26-44
Female,77.0,20 years and older,Divorced or Widowed,No,High,65+
Male,56.0,20 years and older,Married,Yes,High,45-64
Male,79.0,16-19 years,Married,No,Middle,65+
Female,63.0,16-19 years,Married,No,Middle,45-64
Male,58.0,16-19 years,Cohabiting,No,Middle,45-64
Male,80.0,20 years and older,Married,No,High,65+
Female,72.0,20 years and older,Divorced or Widowed,No,High,65+
Male,73.0,20 years and older,Cohabiting,No,High,65+
Female,58.0,Up to 15 years,Married,No,Low,45-64
Female,58.0,16-19 years,Married,Yes,Middle,45-64
Male,79.0,Up to 15 years,Married,No,Low,65+
Male,59.0,16-19 years,Divorced or Widowed,No,Middle,45-64
Female,63.0,20 years and older,Married,No,High,45-64
Male,70.0,16-19 years,Married,No,Middle,65+
Male,61.0,20 years and older,Cohabiting,No,High,45-64
Male,63.0,20 years and older,Divorced or Widowed,No,High,45-64
Male,71.0,Up to 15 years,Divorced or Widowed,No,Low,65+
Male,51.0,16-19 years,Married,No,Middle,45-64
Female,53.0,16-19 years,Divorced or Widowed,No,Middle,45-64
Female,59.0,16-19 years,Cohabiting,No,Middle,45-64
Male,66.0,16-19 years,Married,No,Middle,65+
Female,69.0,16-19 years,Married,No,Middle,65+
Male,76.0,Up to 15 years,Married,No,Low,65+
Female,59.0,Up to 15 years,Single,Yes,Low,45-64
Female,56.0,No full-time education,Divorced or Widowed,No,No education,45-64
Male,63.0,Up to 15 years,Divorced or Widowed,No,Low,45-64
Male,55.0,16-19 years,Married,No,Middle,45-64
Female,61.0,20 years and older,Divorced or Widowed,No,High,45-64
Female,72.0,16-19 years,Married,No,Middle,65+
Female,23.0,Still studying,Single,No,High,19-25
Female,21.0,Still studying,Single,No,High,19-25
Female,71.0,16-19 years,Divorced or Widowed,No,Middle,65+
Male,60.0,16-19 years,Married,No,Middle,45-64
Male,49.0,20 years and older,Married,Yes,High,45-64
Female,39.0,16-19 years,Married,Yes,Middle,26-44
Female,81.0,20 years and older,Divorced or Widowed,Yes,High,65+
Female,40.0,16-19 years,Married,Yes,Middle,26-44
Male,81.0,20 years and older,Married,No,High,65+
Male,73.0,16-19 years,Divorced or Widowed,Yes,Middle,65+
Male,53.0,20 years and older,Married,Yes,High,45-64
Female,88.0,Up to 15 years,Divorced or Widowed,No,Low,65+
Female,80.0,Up to 15 years,Divorced or Widowed,No,Low,65+
Male,50.0,16-19 years,Divorced or Widowed,Yes,Middle,45-64
Male,48.0,20 years and older,Cohabiting,No,High,45-64
Female,46.0,16-19 years,Married,Yes,Middle,45-64
Female,44.0,20 years and older,Married,No,High,26-44
Female,42.0,16-19 years,Cohabiting,No,Middle,26-44
Female,68.0,16-19 years,Married,No,Middle,65+
Male,81.0,Up to 15 years,Married,No,Low,65+
Male,61.0,20 years and older,Married,Yes,High,45-64
Male,55.0,16-19 years,Married,No,Middle,45-64
Male,31.0,16-19 years,Cohabiting,No,Middle,26-44
Female,57.0,Up to 15 years,Divorced or Widowed,Yes,Low,45-64
Male,59.0,16-19 years,Married,Yes,Middle,45-64
Female,48.0,20 years and older,Divorced or Widowed,Yes,High,45-64
Female,43.0,20 years and older,Cohabiting,Yes,High,26-44
Male,33.0,20 years and older,Single,No,High,26-44
Male,65.0,20 years and older,Married,No,High,65+
Female,81.0,Up to 15 years,Divorced or Widowed,No,Low,65+
Female,25.0,20 years and older,Cohabiting,No,High,19-25
Male,44.0,20 years and older,Married,Yes,High,26-44
Male,39.0,16-19 years,Married,Yes,Middle,26-44
Male,62.0,16-19 years,Married,No,Middle,45-64
Female,55.0,16-19 years,Divorced or Widowed,No,Middle,45-64
Male,72.0,20 years and older,Married,No,High,65+
Male,22.0,Still studying,Single,No,High,19-25
Female,35.0,16-19 years,Cohabiting,Yes,Middle,26-44
Male,51.0,20 years and older,Single,No,High,45-64
Female,53.0,Up to 15 years,Married,No,Low,45-64
Male,51.0,20 years and older,Single,No,High,45-64
Female,45.0,20 years and older,Married,Yes,High,45-64
Male,41.0,20 years and older,Cohabiting,Yes,High,26-44
Male,43.0,16-19 years,Married,Yes,Middle,26-44
Female,76.0,20 years and older,Divorced or Widowed,No,High,65+
Female,59.0,20 years and older,Married,No,High,45-64
Male,83.0,16-19 years,Married,No,Middle,65+
Female,60.0,20 years and older,Cohabiting,No,High,45-64
Female,70.0,16-19 years,Cohabiting,No,Middle,65+
Female,45.0,20 years and older,Single,No,High,45-64
Female,34.0,20 years and older,Married,Yes,High,26-44
Female,26.0,16-19 years,Cohabiting,Yes,Middle,26-44
Female,66.0,20 years and older,Married,No,High,65+
Female,59.0,20 years and older,Married,No,High,45-64
Female,29.0,20 years and older,Married,No,High,26-44
Female,58.0,20 years and older,Divorced or Widowed,No,High,45-64
Female,45.0,20 years and older,Married,Yes,High,45-64
Female,49.0,20 years and older,Married,Yes,High,45-64
Male,35.0,20 years and older,Married,Yes,High,26-44
Male,48.0,Still studying,Single,No,High,45-64
Female,66.0,16-19 years,Divorced or Widowed,No,Middle,65+
Male,43.0,16-19 years,Divorced or Widowed,No,Middle,26-44
Male,50.0,20 years and older,Married,Yes,High,45-64
Male,74.0,16-19 years,Married,No,Middle,65+
Male,48.0,20 years and older,Single,No,High,45-64
Male,77.0,Up to 15 years,Divorced or Widowed,No,Low,65+
Female,61.0,20 years and older,Married,No,High,45-64
Female,40.0,20 years and older,Single,Yes,High,26-44
Male,45.0,20 years and older,Married,Yes,High,45-64
Male,34.0,20 years and older,Cohabiting,No,High,26-44
Female,27.0,16-19 years,Married,No,Middle,26-44
Female,26.0,16-19 years,Cohabiting,No,Middle,26-44
Male,66.0,Up to 15 years,Married,No,Low,65+
Male,53.0,16-19 years,Married,Yes,Middle,45-64
Male,55.0,20 years and older,Married,Yes,High,45-64
Female,55.0,16-19 years,Married,No,Middle,45-64
Male,62.0,20 years and older,Married,Yes,High,45-64
Male,60.0,20 years and older,Married,No,High,45-64
